¿Cuál es su sexo?;¿Cuál es su año de nacimiento?;Edad;¿Cuál es su Nacionalidad?;"Ha seleccionado ""Otra"", por favor, indíquela:";Código Postal;¿Cuál es su nivel de estudios alcanzados?;Situación profesional:;"Ha seleccionado ""Otra situación"", por favor, especifique:";¿Con qué frecuencia visita la estación de esquí y montaña de Sierra Nevada en invierno?;¿Con qué frecuencia visita  la estación en conjunto? (Invierno y Verano);¿Qué opinión tiene de las actividades ofertadas?;Servicio de venta de forfaits;Servicio de atención al cliente;Colas en el Centro de Atención al Usuario (Atención al cliente y Taquillas);Colas en el acceso a los remontes;Preparación de las pistas;Número y variedad de pistas;Áreas recreativas y lúdicas para no esquiadores;Snowpark;Servicio de aparcamiento de pago (parking);Accesos por carretera a la estación de esqui, snowboard y montaña de Sierra Nevada;Movilidad en la urbanización;Mantenimiento y limpieza de la urbanización;¿Qué probabilidades hay de que recomiende Sierra Nevada a un amigo o compañero?;Created;Updated
Masculino;1986;38;Española;;13004;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;10;5;5;5;6;8;8;7;1;7;4;5;6;12/1/2024 21:40;12/1/2024 21:40
Masculino;1994;30;Española;;4711;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;5;5;5;10;7;7;7;7;6;6;9;10;12/1/2024 21:54;12/1/2024 21:54
Masculino;1987;37;Española;;29017;Bachiller/ FP Superior;Trabaja;;;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;10;9;6;2;7;8;6;7;1;8;6;9;10;12/1/2024 21:39;12/1/2024 21:39
Masculino;1987;37;Española;;3012;EGB / Primaria / ESO / FP Medio;Desempleado;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;10;10;0;10;10;10;10;10;10;0;10;0;10;12/1/2024 21:36;12/1/2024 21:36
Masculino;2001;23;Española;;4760;Grado / Licenciado / Doctorado;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;4;6;0;7;4;3;7;4;5;0;7;0;8;12/1/2024 23:10;12/1/2024 23:10
Femenino;1983;41;Española;;29639;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;6;4;5;5;8;7;7;9;8;3;3;10;12/1/2024 20:58;12/1/2024 20:58
Masculino;1993;31;Española;;18420;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Muy pocas actividades, es reducida la oferta.;8;1;1;7;9;5;8;3;2;9;9;9;8;12/1/2024 23:04;12/1/2024 23:04
Masculino;1976;48;Española;;29740;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;6;1;9;9;0;0;7;9;7;8;10;12/1/2024 20:48;12/1/2024 20:48
Femenino;1997;27;Española;;18730;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;3;3;6;7;10;7;0;1;3;3;5;10;12/1/2024 20:45;12/1/2024 20:45
Masculino;1989;35;Española;;18510;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;7;5;3;7;7;6;8;4;8;5;8;6;12/1/2024 21:32;12/1/2024 21:32
Masculino;1974;50;Española;;11100;Bachiller/ FP Superior;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;8;10;10;10;0;10;0;10;0;10;12/1/2024 20:32;12/1/2024 20:32
Femenino;2005;19;Española;;30800;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;10;10;10;10;10;10;0;10;0;10;12/1/2024 20:21;12/1/2024 20:21
Femenino;1987;37;Española;;11500;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;7;7;5;5;7;5;5;5;7;3;5;6;12/1/2024 20:12;12/1/2024 20:12
Masculino;1992;32;Española;;41011;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;6;6;6;5;6;6;8;6;7;6;6;12/1/2024 19:27;12/1/2024 19:27
Masculino;1995;29;Española;;18199;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;7;8;7;9;9;9;7;8;8;8;10;12/1/2024 19:54;12/1/2024 19:54
Masculino;1994;30;Española;;41018;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;9;9;7;8;10;7;7;9;9;8;9;10;12/1/2024 19:04;12/1/2024 19:04
Masculino;2008;16;Española;;41700;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Muy pocas actividades, es reducida la oferta.;2;10;0;0;0;0;10;0;10;0;10;0;10;12/1/2024 18:56;12/1/2024 18:56
Masculino;2002;22;Española;;23003;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;5;1;1;9;8;10;7;7;9;10;10;10;12/1/2024 18:32;12/1/2024 18:32
Femenino;2001;23;Española;;18194;EGB / Primaria / ESO / FP Medio;Desempleado;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;8;9;0;8;8;4;9;0;9;0;9;0;10;12/1/2024 18:27;12/1/2024 18:27
Femenino;1993;31;Española;;18003;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;8;8;8;8;8;8;9;8;8;10;12/1/2024 18:07;12/1/2024 18:07
Masculino;1983;41;Española;;28914;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;8;5;5;8;8;8;8;5;8;8;8;8;12/1/2024 22:46;12/1/2024 22:46
Femenino;1993;31;Española;;18003;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;6;8;8;8;8;8;9;8;8;10;12/1/2024 17:59;12/1/2024 17:59
Masculino;1994;30;Española;;30800;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;10;5;5;1;4;2;5;5;5;6;6;6;6;8/1/2024 15:49;8/1/2024 15:49
Masculino;2001;23;Española;;29670;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;5;5;5;7;9;8;3;5;1;7;5;7;7;12/1/2024 22:41;12/1/2024 22:41
Masculino;1976;48;Española;;41011;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;9;10;8;7;6;7;4;5;6;2;6;12/1/2024 16:26;12/1/2024 16:26
Masculino;1993;31;Española;;18400;Grado / Licenciado / Doctorado;Trabaja;;;Más de 25 días al año;Muy pocas actividades, es reducida la oferta.;4;5;1;0;0;0;8;0;1;10;5;10;8;12/1/2024 22:38;12/1/2024 22:38
Masculino;1993;31;Española;;21650;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;9;10;7;10;10;9;9;10;4;10;10;10;10;12/1/2024 17:35;12/1/2024 17:35
Masculino;1970;54;Española;;18800;Grado / Licenciado / Doctorado;Trabaja;;;Entre 15 y 25 días al año;Muy pocas actividades, es reducida la oferta.;2;3;3;2;3;7;6;6;6;4;4;7;6;12/1/2024 16:10;12/1/2024 16:10
Masculino;1995;29;Española;;41007;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;3;5;4;4;5;5;4;4;6;6;8;8;6;11/1/2024 14:46;11/1/2024 14:46
Femenino;1997;27;Española;;18140;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;7;7;9;8;8;7;8;7;8;10;12/1/2024 17:03;12/1/2024 17:03
Masculino;2002;22;Española;;41410;Bachiller/ FP Superior;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;6;8;6;8;7;7;7;7;8;10;12/1/2024 15:34;12/1/2024 15:34
Masculino;1986;38;Española;;28002;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;7;1;2;6;6;1;5;7;6;6;6;8;12/1/2024 22:31;12/1/2024 22:31
Femenino;1995;29;Española;;21005;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;7;5;7;6;3;6;7;5;5;5;6;10/1/2024 23:35;10/1/2024 23:35
Masculino;1994;30;Española;;29007;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;5;5;3;7;7;7;6;1;4;8;8;10;12/1/2024 14:57;12/1/2024 14:57
Masculino;1993;31;Española;;23680;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;7;6;4;5;6;6;7;9;9;6;7;8;7;12/1/2024 22:25;12/1/2024 22:25
Masculino;1995;29;Española;;28080;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;6;6;7;8;5;5;5;6;3;7;6;12/1/2024 14:59;12/1/2024 14:59
Femenino;1991;33;Española;;18003;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;7;8;7;7;8;7;7;7;7;8;12/1/2024 22:23;12/1/2024 22:23
Masculino;2004;20;Española;;29650;EGB / Primaria / ESO / FP Medio;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;9;0;7;10;8;8;7;5;0;6;0;6;10/1/2024 22:48;10/1/2024 22:48
Femenino;1969;55;Española;;4001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;8;7;7;8;8;8;9;8;8;8;8;8;12/1/2024 22:20;12/1/2024 22:20
Masculino;1996;28;Española;;30890;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;5;5;7;7;7;8;7;6;7;8;10;12/1/2024 14:29;12/1/2024 14:29
Masculino;1993;31;Española;;21002;Bachiller/ FP Superior;Trabaja;;;Entre 15 y 25 días al año;Muchas actividades, la oferta es abundante.;4;3;6;0;0;0;6;0;0;5;7;8;8;12/1/2024 22:10;12/1/2024 22:10
Masculino;1997;27;Española;;3530;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;0;10;10;10;10;10;10;0;10;0;10;12/1/2024 14:19;12/1/2024 14:19
Femenino;2002;22;Española;;3530;EGB / Primaria / ESO / FP Medio;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;10;10;10;10;10;10;0;10;0;10;12/1/2024 14:13;12/1/2024 14:13
Femenino;1969;55;Española;;4006;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;7;6;8;8;8;8;8;8;8;8;8;12/1/2024 22:05;12/1/2024 22:05
Masculino;1983;41;Española;;28918;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;6;8;5;8;8;8;9;8;10;9;9;10;12/1/2024 14:09;12/1/2024 14:09
Masculino;1994;30;Española;;41010;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;5;5;6;10;10;10;5;6;7;7;8;12/1/2024 22:03;12/1/2024 22:03
Masculino;1970;54;Española;;41500;Grado / Licenciado / Doctorado;Trabaja;;;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;6;5;5;7;5;7;7;7;7;5;5;6;12/1/2024 08:42;12/1/2024 08:42
Femenino;1984;40;Española;;18320;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;6;4;3;7;4;4;4;5;5;6;6;7;6;12/1/2024 06:51;12/1/2024 06:51
Femenino;2002;22;Española;;11100;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;9;8;8;9;10;10;8;10;9;9;10;10;10;12/1/2024 13:46;12/1/2024 13:46
Masculino;2004;20;Española;;41940;Bachiller/ FP Superior;Estudia;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;5;6;0;5;6;5;6;6;5;0;6;0;6;10/1/2024 21:25;10/1/2024 21:25
Masculino;1975;49;Española;;29006;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;4;4;4;4;4;8;6;7;3;5;4;6;6;11/1/2024 22:51;11/1/2024 22:51
Masculino;1995;29;Española;;4738;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;8;1;1;8;10;10;4;10;10;6;7;10;12/1/2024 13:15;12/1/2024 13:15
Masculino;1981;43;Española;;41807;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;7;1;1;4;8;7;7;8;8;0;8;6;11/1/2024 22:47;11/1/2024 22:47
Femenino;1994;30;Española;;18013;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;8;6;7;8;7;5;7;8;8;9;10;12/1/2024 13:01;12/1/2024 13:01
Masculino;1994;30;Española;;28002;Grado / Licenciado / Doctorado;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;1;8;1;7;7;7;1;8;9;9;9;8;12/1/2024 21:56;12/1/2024 21:56
Femenino;1994;30;Española;;4007;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;9;9;9;9;7;7;10;10;9;10;10;12/1/2024 11:54;12/1/2024 11:54
Femenino;1988;36;Española;;11500;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;0;8;10;10;10;10;10;0;10;0;10;12/1/2024 11:33;12/1/2024 11:33
Masculino;1990;34;Española;;41008;Grado / Licenciado / Doctorado;Jubilado;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;1;7;6;8;7;4;8;10;8;8;10;12/1/2024 11:19;12/1/2024 11:19
Masculino;1975;49;Española;;41011;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;4;3;3;6;7;5;6;2;5;3;4;6;11/1/2024 20:18;11/1/2024 20:18
Masculino;1995;29;Española;;11360;Bachiller/ FP Superior;Trabaja;;;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;10;10;10;10;10;10;10;10;10;10;10;12/1/2024 10:55;12/1/2024 10:55
Masculino;1992;32;Española;;13004;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;6;8;8;7;8;8;6;7;7;7;8;8;8;12/1/2024 21:48;12/1/2024 21:48
Masculino;1970;54;Española;;41013;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;5;5;5;1;8;3;0;0;2;6;1;6;6;11/1/2024 19:07;11/1/2024 19:07
Femenino;1989;35;Española;;29720;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;6;6;7;7;5;4;6;6;2;5;0;7;6;11/1/2024 17:52;11/1/2024 17:52
Masculino;2007;17;Española;;30140;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;5;4;4;7;7;5;7;5;6;3;4;6;10/1/2024 14:08;10/1/2024 14:08
Femenino;1991;33;Española;;28049;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;9;8;0;8;8;8;8;7;8;0;7;0;10;12/1/2024 10:15;12/1/2024 10:15
Masculino;1990;34;Española;;3006;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;6;7;8;7;6;5;3;9;6;6;7;12/1/2024 21:41;12/1/2024 21:41
Femenino;1979;45;Española;;21001;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;7;5;8;6;6;6;5;6;6;6;6;11/1/2024 16:33;11/1/2024 16:33
Femenino;1999;25;Española;;28002;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;10;7;7;7;10;8;8;8;8;8;8;10;12/1/2024 10:07;12/1/2024 10:07
Femenino;1974;50;Española;;28983;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;0;7;7;7;7;7;8;0;8;0;8;12/1/2024 21:38;12/1/2024 21:38
Masculino;1994;30;Española;;28760;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;7;0;5;7;6;6;7;3;0;5;0;8;12/1/2024 21:38;12/1/2024 21:38
Femenino;1991;33;Española;;28049;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;7;8;7;7;0;7;0;7;0;10;12/1/2024 10:00;12/1/2024 10:00
Masculino;1996;28;Española;;30310;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;6;5;4;10;9;7;8;4;9;4;6;6;9/1/2024 16:04;9/1/2024 16:04
Masculino;1963;61;Española;;41013;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;6;6;6;6;6;4;4;4;6;8;12/1/2024 21:32;12/1/2024 21:32
Femenino;2002;22;Española;;41750;Bachiller/ FP Superior;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;10;10;10;10;10;10;10;10;10;10;10;10;12/1/2024 09:52;12/1/2024 09:52
Masculino;1984;40;Española;;31892;Bachiller/ FP Superior;Desempleado;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muchas actividades, la oferta es abundante.;8;8;8;7;8;8;8;6;7;8;8;8;10;12/1/2024 09:52;12/1/2024 09:52
Femenino;2002;22;Española;;7013;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;8;10;6;7;9;8;8;4;5;9;7;10;10;12/1/2024 09:27;12/1/2024 09:27
Masculino;1999;25;Española;;29002;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Muy pocas actividades, es reducida la oferta.;4;1;5;1;10;10;5;8;1;9;3;9;6;9/1/2024 10:31;9/1/2024 10:31
Masculino;1986;38;Española;;18650;EGB / Primaria / ESO / FP Medio;Trabaja;;;Entre 15 y 25 días al año;Muy pocas actividades, es reducida la oferta.;10;10;10;0;0;0;0;0;4;4;4;8;10;12/1/2024 07:22;12/1/2024 07:22
Femenino;2001;23;Española;;21660;EGB / Primaria / ESO / FP Medio;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Muchas actividades, la oferta es abundante.;10;9;8;9;10;9;10;9;8;10;10;10;10;12/1/2024 00:51;12/1/2024 00:51
Masculino;1995;29;Española;;41710;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;7;8;8;10;8;9;10;8;7;10;10;11/1/2024 23:38;11/1/2024 23:38
Masculino;1991;33;Española;;28049;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;0;8;8;8;8;8;8;0;8;0;8;12/1/2024 20:56;12/1/2024 20:56
Masculino;2007;17;Española;;3540;EGB / Primaria / ESO / FP Medio;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;8;8;8;8;8;8;8;8;8;8;10;11/1/2024 23:22;11/1/2024 23:22
Femenino;1983;41;Española;;41001;Grado / Licenciado / Doctorado;Trabaja;;;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;7;8;4;4;8;8;0;0;0;6;4;5;10;11/1/2024 23:05;11/1/2024 23:05
Femenino;1999;25;Española;;28045;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Suficientes actividades, la oferta se ajusta a las necesidades;7;6;0;4;7;7;8;8;6;0;8;0;6;9/1/2024 09:50;9/1/2024 09:50
Masculino;1976;48;Española;;29749;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;10;9;6;4;10;5;6;6;5;5;5;8;10;11/1/2024 22:38;11/1/2024 22:38
Femenino;2002;22;Española;;11300;Grado / Licenciado / Doctorado;Estudia;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;9;7;6;8;8;5;5;7;8;7;9;10;11/1/2024 22:31;11/1/2024 22:31
Masculino;1993;31;Española;;41640;Bachiller/ FP Superior;Trabaja;;Entre 7 y 15 días al año;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;3;6;1;1;8;6;6;1;8;7;1;8;6;11/1/2024 14:20;11/1/2024 14:20
Masculino;1972;52;Española;;18199;Bachiller/ FP Superior;Trabaja;;;Entre 7 y 15 días al año;Muy pocas actividades, es reducida la oferta.;5;6;6;3;8;6;5;5;2;4;4;7;6;11/1/2024 12:57;11/1/2024 12:57
Femenino;1996;28;Española;;29010;Grado / Licenciado / Doctorado;Trabaja;;;Es mi primera visita;Muchas actividades, la oferta es abundante.;10;10;0;9;10;10;10;10;9;0;10;0;10;11/1/2024 22:21;11/1/2024 22:21
Femenino;1996;28;Española;;41927;Grado / Licenciado / Doctorado;Trabaja;;Menos de 7 días al año;Menos de 7 días al año;Suficientes actividades, la oferta se ajusta a las necesidades;8;8;6;6;8;8;8;8;6;6;8;8;10;11/1/2024 20:58;11/1/2024 20:58
